gaze s1,s1,290902,291657,background wall
gaze s1,s1,291657,293076,face s3
gaze s1,s1,293076,298161,body s3
gaze s1,s1,298161,298715,background floor
gaze s1,s1,298718,300832,face s3
gaze s1,s1,300832,300997,body s3
gaze s1,s1,300997,303681,face s3
gaze s1,s1,303681,304622,background own body
gaze s1,s1,304622,313374,face s1
gaze s1,s1,313374,314919,NA
gaze s1,s1,314919,317036,face s3
gaze s1,s1,317036,318687,background wall
gaze s1,s1,318687,319721,background ceiling
gaze s1,s1,319721,320451,face s3
gaze s1,s1,320451,320679,background floor
gaze s1,s1,320679,320817,body s3
gaze s1,s1,320817,324198,face s3
gaze s1,s1,324198,327243,face s2
gaze s1,s1,327243,328326,face s3
gaze s1,s1,328326,328804,background floor
gaze s1,s1,328804,330985,face s3
gaze s1,s1,330985,331162,NA
gaze s1,s1,331162,332161,face s3
gaze s1,s1,332161,332400,background floor
gaze s1,s1,332400,335795,face s3
gaze s1,s1,335795,343915,NA
gaze s1,s1,343915,344846,face s3
gaze s1,s1,344846,347502,background floor
gaze s1,s1,347502,349889,face s3
gaze s1,s1,349889,350179,NA
gaze s1,s1,350179,350699,background wall
gaze s1,s1,350704,351181,face s3
gaze s1,s1,351181,352127,face s2
gaze s1,s1,352127,353480,background wall
gaze s1,s1,353480,353784,background ceiling
gaze s1,s1,353784,355306,background wall
gaze s1,s1,355306,356285,face s2
gaze s1,s1,356285,357926,background wall
gaze s1,s1,357926,359218,face s3
gaze s1,s1,359218,360528,background wall
gaze s1,s1,360528,365599,face s3
gaze s1,s1,365599,365966,background own body
gaze s1,s1,365966,369533,face s3
gaze s1,s1,369533,369726,background wall
gaze s1,s1,369726,372353,background eyes closed
gaze s1,s1,372353,376067,background wall
gaze s1,s1,376067,376809,face s3
gaze s1,s1,376809,377793,background window
gaze s1,s1,377793,379628,background floor
gaze s1,s1,379628,379967,background eyes closed
gaze s1,s1,379970,380483,body s3
gaze s1,s1,380483,383042,face s3 
gaze s1,s1,383042,383400,background eyes closed
gaze s1,s1,383400,383846,background window
gaze s1,s1,383846,384117,background wall
gaze s1,s1,384117,385082,background window
gaze s1,s1,385082,387800,face s3
gaze s1,s1,387800,388723,background window
gaze s1,s1,388723,389520,background ceiling
gaze s1,s1,389520,390414,background floor
gaze s1,s1,390414,391233,background window
gaze s1,s1,391233,392280,background wall
gaze s1,s1,392280,395357,face s3
gaze s1,s1,395357,396119,background window
gaze s1,s1,396119,396562,background wall
gaze s1,s1,396562,397158,body s3
gaze s1,s1,397158,398112,face s3
gaze s1,s1,398112,398648,face s2
gaze s1,s1,398649,401295,face s3
gaze s1,s1,401295,402263,background wall
gaze s1,s1,402263,402528,background window
gaze s1,s1,402528,403944,background eyes closed
gaze s1,s1,403944,404075,face s3
gaze s1,s1,404076,404676,face s2
gaze s1,s1,404676,407380,face s3
gaze s1,s1,407380,408124,background wall
gaze s1,s1,408124,409610,face s3
gaze s1,s1,409610,409768,background wall
gaze s1,s1,409769,411619,face s3
gaze s1,s1,411619,415810,NA
gaze s1,s1,415810,424357,face s2
gaze s1,s1,424357,425411,face s3
gaze s1,s1,425411,426728,face s2
gaze s1,s1,426728,427238,body s2
gaze s1,s1,427238,430324,face s2
gaze s1,s1,430324,430558,body s2
gaze s1,s1,430558,436961,face s2
gaze s1,s1,436961,437962,NA
gaze s1,s1,437962,438228,face s2
gaze s1,s1,438228,439123,face s3
gaze s1,s1,439123,439853,face s2
gaze s1,s1,439853,442004,face s3
gaze s1,s1,442006,444927,face s2
gaze s1,s1,444927,447111,background eyes closed
gaze s1,s1,447111,447285,background wall
gaze s1,s1,447285,448453,face s2
gaze s1,s1,448453,449881,NA
gaze s1,s1,449881,450037,face s3
gaze s1,s1,450037,450847,NA
gaze s1,s1,450851,451160,face s2
gaze s1,s1,451160,452755,NA
gaze s1,s1,452755,453364,face s3
gaze s1,s1,453364,454039,face s2
gaze s1,s1,454039,455357,face s3
gaze s1,s1,455357,456024,background window
gaze s1,s1,456024,456202,background eyes closed
gaze s1,s1,456202,456456,face s3
gaze s1,s1,456456,457179,face s2
gaze s1,s1,457179,457723,NA
gaze s1,s1,457723,458304,background wall
gaze s1,s1,458304,463350,face s2
gaze s1,s1,463350,464988,face s3
gaze s1,s1,464989,467167,background own body
gaze s1,s1,467167,470721,NA
gaze s1,s1,470721,472941,background window
gaze s1,s1,472941,475279,face s3
gaze s1,s1,475279,479044,background camera
gaze s1,s1,479047,479800,background wall
gaze s1,s1,479800,482188,NA
gaze s1,s1,482189,482657,background wall
gaze s1,s1,482657,484672,face s3
gaze s1,s1,484672,487119,face s2
gaze s1,s1,487119,488208,face s3
gaze s1,s1,488208,488623,background wall
gaze s1,s1,488623,490467,background ceiling
gaze s1,s1,490467,491574,background own body
gaze s1,s1,491574,492379,face s3
gaze s1,s1,492379,493961,face s2
gaze s1,s1,493961,494211,body s2
gaze s1,s1,494211,496452,face s2
gaze s1,s1,496452,496680,NA
gaze s1,s1,496680,497200,face s3
gaze s1,s1,497200,498213,face s2
gaze s1,s1,498213,500217,face s3
gaze s1,s1,500217,501096,face s2
gaze s1,s1,501096,502312,face s3
gaze s1,s1,502312,503201,face s2
gaze s1,s1,503201,506412,face s3
gaze s1,s1,506412,507679,background own body
gaze s1,s1,507680,513531,face s3 
gaze s1,s1,513531,515012,background wall
gaze s1,s1,515012,519484,NA
gaze s1,s1,519484,520198,background wall
gaze s1,s1,520198,520598,NA
gaze s1,s1,520598,522881,background wall
gaze s1,s1,522881,524728,face s3
gaze s1,s1,524728,526719,background wall
gaze s1,s1,526719,527251,NA
gaze s1,s1,527251,528725,background wall
gaze s1,s1,528725,533143,NA
gaze s1,s1,533143,536064,background floor
gaze s1,s1,536064,536246,NA
gaze s1,s1,536246,536474,background wall
gaze s1,s1,536474,537082,background wall
gaze s1,s1,537082,537283,face s3
gaze s1,s1,537283,538040,NA
gaze s1,s1,538040,539217,face s3
gaze s1,s1,539217,540384,background own body
gaze s1,s1,540384,541555,face s3
gaze s1,s1,541555,541997,body s3
gaze s1,s1,541997,545307,face s3
gaze s1,s1,545310,545447,body s3
gaze s1,s1,545451,546656,face s3
gaze s1,s1,546656,548203,background window
gaze s1,s1,548206,548847,background wall
gaze s1,s1,548847,549565,face s2
gaze s1,s1,549565,550967,face s3
gaze s1,s1,550967,552239,face s2
gaze s1,s1,552239,552439,body s2
gaze s1,s1,552439,552681,body s3
gaze s1,s1,552681,553763,background window
gaze s1,s1,553764,557807,face s3
gaze s1,s1,557807,559160,background eyes closed
gaze s1,s1,559160,559518,face s3
gaze s1,s1,559518,559766,background wall
gaze s1,s1,559767,561165,background window
gaze s1,s1,561165,562642,face s3
gaze s1,s1,562642,564358,face s2
gaze s1,s1,564358,565482,face s3
gaze s1,s1,565482,566852,background window
gaze s1,s1,566852,569053,face s3
gaze s1,s1,569054,569681,face s2
gaze s1,s1,569681,572085,face s3
gaze s1,s1,572085,574968,background floor
gaze s1,s1,574968,576569,face s3
gaze s1,s1,576569,576871,body s3
gaze s1,s1,576871,577882,face s3
gaze s1,s1,577882,578122,NA
gaze s1,s1,578123,583074,face s3
gaze s1,s1,583074,583886,background window
gaze s1,s1,583886,586046,face s3
gaze s1,s1,586046,587453,face s2
gaze s1,s1,587453,589279,face s3
gaze s1,s1,589279,589779,background wall
gaze s1,s1,589779,590313,body s2
gaze s1,s1,590313,591184,background eyes closed
gaze s1,s1,591184,592506,background wall
gaze s1,s1,592506,593318,NA
gaze s1,s1,593318,593665,background wall
gaze s1,s1,593667,595384,background ceiling
gaze s1,s1,595384,596563,background wall
gaze s1,s1,596563,596966,face s3
gaze s1,s1,596966,598494,background wall
gaze s1,s1,598496,598866,face s3
gaze s1,s1,598866,600202,background window
gaze s1,s1,600205,600526,face s3
gaze s1,s1,600526,600885,background wall
gaze s1,s1,600885,604961,face s3
gaze s1,s1,604963,606231,face s2
gaze s1,s1,606231,609872,NA
gaze s1,s1,609873,612230,face s3
gaze s1,s1,612230,613365,NA
gaze s1,s1,613366,613860,background wall
gaze s1,s1,613860,616749,background floor
gaze s1,s1,616749,618006,face s3
gaze s1,s1,618006,619930,background window
gaze s1,s1,619931,622220,face s3
gaze s1,s1,622221,622729,background own body
gaze s1,s1,622729,623964,face s3
gaze s1,s1,623964,624323,body s3
gaze s1,s1,624326,625678,background ceiling
gaze s1,s1,625678,626965,face s3
gaze s1,s1,626968,627988,background own body
gaze s1,s1,627988,628132,body s3
gaze s1,s1,628132,629376,background window
gaze s1,s1,629376,635680,face s3
gaze s1,s1,635680,637842,face s2
gaze s1,s1,637842,637981,background wall
gaze s1,s1,637981,638666,NA
gaze s1,s1,638666,639132,background wall
gaze s1,s1,639132,639922,face s3
gaze s1,s1,639922,640568,face s2
gaze s1,s1,640568,643641,face s3
gaze s1,s1,643641,644126,background eyes closed
gaze s1,s1,644128,649767,face s3
gaze s1,s1,649767,650165,background floor
gaze s1,s1,650165,652536,face s3
gaze s1,s1,652539,653442,NA
gaze s1,s1,653443,654105,background window
gaze s1,s1,654105,656441,face s3
gaze s1,s1,656441,658017,NA
gaze s1,s1,658017,658770,background wall
gaze s1,s1,658770,662043,background floor
gaze s1,s1,662043,664364,face s3
gaze s1,s1,664364,664600,NA
gaze s1,s1,664600,668329,face s3
gaze s1,s1,668329,669285,background wall
gaze s1,s1,669285,669660,face s3
gaze s1,s1,669661,670711,background window
gaze s1,s1,670711,673052,face s3
gaze s1,s1,673052,673482,NA
gaze s1,s1,673482,674563,face s2
gaze s1,s1,674563,681313,face s3
gaze s1,s1,681313,682207,background wall
gaze s1,s1,682207,683602,face s3
gaze s1,s1,683602,683747,NA
gaze s1,s1,683747,688887,face s3
gaze s1,s1,688887,689327,NA
gaze s1,s1,689327,692006,face s3
gaze s1,s1,692006,692248,background wall
gaze s1,s1,692248,693003,face s3
gaze s1,s1,693003,697607,NA
gaze s1,s1,697607,699034,background ceiling
gaze s1,s1,699034,700690,NA
gaze s1,s1,700690,708707,face s2
gaze s1,s1,708710,709403,face s3
gaze s1,s1,709403,711836,face s2
gaze s1,s1,711836,712369,face s3
gaze s1,s1,712369,714894,face s2
gaze s1,s1,714894,715322,body s2
gaze s1,s1,715322,717015,face s2
gaze s1,s1,717015,717472,face s3
gaze s1,s1,717474,721226,face s2
gaze s1,s1,721227,721491,gestures s2
gaze s1,s1,721491,722438,face s2
gaze s1,s1,722438,723026,background eyes closed
gaze s1,s1,723026,723915,face s2
gaze s1,s1,723915,724602,face s3
gaze s1,s1,724602,724918,background wall
gaze s1,s1,724918,725482,face s2
gaze s1,s1,725482,727674,face s3
gaze s1,s1,727674,728317,face s2
gaze s1,s1,728317,729688,face s3
gaze s1,s1,729688,730288,face s2
gaze s1,s1,730288,731235,NA
gaze s1,s1,731235,731812,face s3
gaze s1,s1,731812,733727,background floor
gaze s1,s1,733727,734866,face s2
gaze s1,s1,734868,735194,body s2
gaze s1,s1,735194,739210,face s2
gaze s1,s1,739210,739970,background wall
gaze s1,s1,739970,745007,face s2
gaze s1,s1,745007,745476,NA
gaze s1,s1,745476,749499,face s2
gaze s1,s1,749499,750491,NA
gaze s1,s1,750491,750682,body s2
gaze s1,s1,750685,752757,face s2
gaze s1,s1,752758,753636,background eyes closed
gaze s1,s1,753636,755371,face s2
gaze s1,s1,755371,755846,face s3
gaze s1,s1,755848,758209,face s2
gaze s1,s1,758209,758555,NA
gaze s1,s1,758555,758922,face s2
gaze s1,s1,758922,760689,face s3
gaze s1,s1,760690,767606,face s2
gaze s1,s1,767606,768170,background eyes closed
gaze s1,s1,768170,772064,face s2
gaze s1,s1,772064,772885,NA
gaze s1,s1,772885,773118,face s2
gaze s1,s1,773118,775299,face s3
gaze s1,s1,775299,776805,face s2
gaze s1,s1,776805,777891,face s3
gaze s1,s1,777891,778640,face s2
gaze s1,s1,778640,779554,NA
gaze s1,s1,779554,779882,background floor
gaze s1,s1,779882,780361,NA
gaze s1,s1,780361,784201,face s2
gaze s1,s1,784201,784821,NA
gaze s1,s1,784821,785897,face s2
gaze s1,s1,785897,786761,body s2
gaze s1,s1,786762,788403,face s2
gaze s1,s1,788403,788769,background ceiling
gaze s1,s1,788769,789277,face s3
gaze s1,s1,789277,794676,face s2
gaze s1,s1,794678,797359,background floor
gaze s1,s1,797359,799721,face s3
gaze s1,s1,799721,801297,background floor
gaze s1,s1,801297,802734,face s2
gaze s1,s1,802735,803600,NA
gaze s1,s1,803600,808606,face s2
gaze s1,s1,808606,810722,NA
gaze s1,s1,810722,813248,face s2
gaze s1,s1,813248,813734,face s3
gaze s1,s1,813734,814443,background window
gaze s1,s1,814443,815363,face s3
gaze s1,s1,815363,816469,face s2
gaze s1,s1,816469,816629,body s2
gaze s1,s1,816629,825452,face s2
gaze s1,s1,825452,826017,background eyes closed
gaze s1,s1,826017,842318,face s2 
gaze s1,s1,842318,842996,background eyes closed
gaze s1,s1,842996,848090,face s2 
gaze s1,s1,848090,848594,background eyes closed
gaze s1,s1,848594,849886,face s2
gaze s1,s1,849886,851240,NA
gaze s1,s1,851240,851447,face s3
gaze s1,s1,851447,851964,face s2
gaze s1,s1,851964,853258,background window
gaze s1,s1,853258,853723,face s3
gaze s1,s1,853723,854877,face s2
gaze s1,s1,854877,858688,background window
gaze s1,s1,858688,859326,face s3
gaze s1,s1,859326,859740,background wall
gaze s1,s1,859740,864932,NA 
gaze s1,s1,864933,866043,background wall
gaze s1,s1,866043,867422,NA
gaze s1,s1,867422,868927,face s3
gaze s1,s1,868927,870264,background wall
gaze s1,s1,870264,870571,background floor
gaze s1,s1,870572,872241,NA
gaze s1,s1,872241,872462,background wall
gaze s1,s1,872462,873342,face s3
gaze s1,s1,873342,877439,NA
gaze s1,s1,877439,877768,face s3
gaze s1,s1,877768,879113,NA
gaze s1,s1,879113,879243,background wall
gaze s1,s1,879243,882989,NA
gaze s1,s1,882989,886192,background floor
gaze s1,s1,886192,888201,face s3
gaze s1,s1,888201,900332,face s2
gaze s1,s1,900332,900501,NA
gaze s1,s1,900501,906804,face s2
gaze s1,s1,906804,907766,background wall
gaze s1,s1,907766,908837,face s3
gaze s1,s1,908837,911156,face s2
gaze s1,s1,911156,911440,face s3
gaze s1,s1,911440,913089,face s2
gaze s1,s1,913089,914564,face s3
gaze s1,s1,914566,915475,face s2
gaze s1,s1,915475,916285,face s3
gaze s1,s1,916287,916752,NA
gaze s1,s1,916752,917557,face s2
gaze s1,s1,917557,918082,face s3
gaze s1,s1,918082,922000,background window
gaze s1,s1,922000,922437,face s3
gaze s1,s1,922437,924051,face s2
gaze s1,s1,924051,928404,face s3
gaze s1,s1,928404,929156,background wall
gaze s1,s1,929156,929527,background floor
gaze s1,s1,929529,930814,background wall
gaze s1,s1,930816,933364,face s3
gaze s1,s1,933364,934001,face s2
gaze s1,s1,934001,935384,face s3
gaze s1,s1,935384,935748,background window
gaze s1,s1,935748,936392,NA
gaze s1,s1,936392,937369,face s3
gaze s1,s1,937369,937987,body s3
gaze s1,s1,937987,941368,face s3
gaze s1,s1,941368,942007,background window
gaze s1,s1,942008,943044,face s3
gaze s1,s1,943044,944501,face s2
gaze s1,s1,944502,950498,face s3
gaze s1,s1,950500,950724,face s2
gaze s1,s1,950724,953119,face s3
gaze s1,s1,953119,953362,background floor
gaze s1,s1,953362,955578,NA
gaze s1,s1,955578,957399,face s3
gaze s1,s1,957399,959923,background window
gaze s1,s1,959923,960043,NA
gaze s1,s1,960044,962456,face s3
gaze s1,s1,962456,963126,background wall
gaze s1,s1,963126,963929,NA
gaze s1,s1,963929,964243,background wall
gaze s1,s1,964244,965282,NA
gaze s1,s1,965282,967408,background floor
gaze s1,s1,967408,968446,background ceiling
gaze s1,s1,968446,971289,face s3
gaze s1,s1,971289,971924,background wall
gaze s1,s1,971924,972366,face s3
gaze s1,s1,972366,976487,background wall
gaze s1,s1,976487,977575,face s3
gaze s1,s1,977575,979407,background wall
gaze s1,s1,979407,979928,background window
gaze s1,s1,979928,980079,face s3
gaze s1,s1,980079,981826,NA
gaze s1,s1,981827,982168,face s3
gaze s1,s1,982168,982646,background wall
gaze s1,s1,982646,983093,background window
gaze s1,s1,983093,983400,face s3
gaze s1,s1,983400,987133,NA
gaze s1,s1,987133,988723,face s3
gaze s1,s1,988723,992923,background window
gaze s1,s1,992923,994138,background wall
gaze s1,s1,994138,994758,background window
gaze s1,s1,994758,996475,face s3
gaze s1,s1,996475,997522,background wall
gaze s1,s1,997522,999770,body s3
gaze s1,s1,999770,1000226,face s3
gaze s1,s1,1000226,1000542,body s3
gaze s1,s1,1000542,1001562,face s3
gaze s1,s1,1001562,1003860,background floor
gaze s1,s1,1003860,1004732,face s3
gaze s1,s1,1004732,1006482,body s3
gaze s1,s1,1006482,1007119,background wall
gaze s1,s1,1007119,1009232,body s3
gaze s1,s1,1009232,1011480,face s3
gaze s1,s1,1011480,1011920,NA
gaze s1,s1,1011920,1012924,background window
gaze s1,s1,1012924,1014754,background ceiling
gaze s1,s1,1014754,1016013,background wall
gaze s1,s1,1016013,1018765,face s3
gaze s1,s1,1018766,1019005,NA
gaze s1,s1,1019005,1020441,background wall
gaze s1,s1,1020441,1021238,face s3
gaze s1,s1,1021238,1024393,background floor
gaze s1,s1,1024393,1025645,face s3
gaze s1,s1,1025645,1026897,background window
gaze s1,s1,1026897,1029161,body s3
gaze s1,s1,1029161,1029339,face s3
gaze s1,s1,1029341,1029914,NA
gaze s1,s1,1029914,1031404,face s3
gaze s1,s1,1031404,1032760,face s2
gaze s1,s1,1032761,1033706,face s3
gaze s1,s1,1033706,1036004,background window
gaze s1,s1,1036007,1037665,background floor
gaze s1,s1,1037665,1038649,face s3
gaze s1,s1,1038649,1039486,background window
gaze s1,s1,1039486,1040686,background wall
gaze s1,s1,1040686,1043100,face s3
gaze s1,s1,1043100,1043960,body s3
gaze s1,s1,1043962,1044235,background eyes closed
gaze s1,s1,1044235,1044885,background window
gaze s1,s1,1044885,1045237,body s3
gaze s1,s1,1045237,1047530,face s3
gaze s1,s1,1047530,1048080,background window
gaze s1,s1,1048081,1050163,face s3
gaze s1,s1,1050163,1052146,background own body
gaze s1,s1,1052146,1053265,NA
gaze s1,s1,1053265,1053643,face s3
gaze s1,s1,1053643,1055037,background ceiling
gaze s1,s1,1055038,1056391,background window
gaze s1,s1,1056391,1056758,background wall
gaze s1,s1,1056758,1057803,face s3
gaze s1,s1,1057803,1059433,NA
gaze s1,s1,1059433,1059686,background ceiling
gaze s1,s1,1059686,1060704,background wall
gaze s1,s1,1060704,1061167,background own body
gaze s1,s1,1061167,1062557,background eyes closed
gaze s1,s1,1062557,1063477,face s3
gaze s1,s1,1063477,1066343,background floor
gaze s1,s1,1066343,1066639,body s3
gaze s1,s1,1066639,1067400,face s3
gaze s1,s1,1067400,1071837,background wall
gaze s1,s1,1071837,1072363,NA
gaze s1,s1,1072363,1075397,background wall
gaze s1,s1,1075397,1076570,NA
gaze s1,s1,1076570,1077651,background wall
gaze s1,s1,1077652,1078440,face s3
gaze s1,s1,1078440,1078966,background wall
gaze s1,s1,1078966,1080235,NA
gaze s1,s1,1080235,1080839,face s3
gaze s1,s1,1080839,1081518,NA
gaze s1,s1,1081518,1082459,background window
gaze s1,s1,1082461,1082975,background camera
gaze s1,s1,1082975,1083694,background floor
gaze s1,s1,1083694,1084743,NA
gaze s1,s1,1084743,1085126,face s2
gaze s1,s1,1085129,1089004,NA
gaze s1,s1,1089004,1093642,background close s3
gaze s1,s1,1093642,1093969,face s3
gaze s1,s1,1093969,1096046,NA
gaze s1,s1,1096046,1098104,background ceiling
gaze s1,s1,1098104,1098321,background wall
gaze s1,s1,1098321,1098487,face s3
gaze s1,s1,1098489,1098768,NA
gaze s1,s1,1098768,1102404,face s3
gaze s1,s1,1102404,1102925,body s3
gaze s1,s1,1102925,1103811,face s3
gaze s1,s1,1103811,1105524,face s2
gaze s1,s1,1105524,1107884,face s3
gaze s1,s1,1107884,1110886,background floor
gaze s1,s1,1110886,1113373,face s3
gaze s1,s1,1113373,1114622,background floor
gaze s1,s1,1114622,1115771,face s3
gaze s1,s1,1115773,1116223,background window
gaze s1,s1,1116224,1117214,background floor
gaze s1,s1,1117214,1118490,face s3
gaze s1,s1,1118490,1118850,body s2
gaze s1,s1,1118850,1119680,face s3
gaze s1,s1,1119680,1120293,background window
gaze s1,s1,1120293,1120815,background wall
gaze s1,s1,1120815,1122085,face s3
gaze s1,s1,1122085,1123966,background wall
gaze s1,s1,1123966,1124521,face s3
gaze s1,s1,1124521,1124997,background wall
gaze s1,s1,1124997,1125242,face s2
gaze s1,s1,1125242,1126089,face s3
gaze s1,s1,1126089,1126327,body s3
gaze s1,s1,1126327,1128433,background floor
gaze s1,s1,1128433,1128631,NA
gaze s1,s1,1128631,1129002,face s3
gaze s1,s1,1129002,1129442,NA
gaze s1,s1,1129442,1130611,background wall
gaze s1,s1,1130611,1132251,face s3
gaze s1,s1,1132251,1132903,NA
gaze s1,s1,1132906,1134198,background window
gaze s1,s1,1134198,1134553,background wall
gaze s1,s1,1134553,1137280,face s3
gaze s1,s1,1137280,1139322,face s2
gaze s1,s1,1139322,1139644,face s3
gaze s1,s1,1139644,1141291,face s2
gaze s1,s1,1141291,1142742,face s3
gaze s1,s1,1142742,1143769,NA
gaze s1,s1,1143769,1143970,body s2
gaze s1,s1,1143970,1145488,NA
gaze s1,s1,1145488,1146574,background wall
gaze s1,s1,1146574,1150652,face s3
gaze s1,s1,1150652,1151477,background wall
gaze s1,s1,1151477,1152241,NA
gaze s1,s1,1152241,1153568,face s3
gaze s1,s1,1153568,1154832,face s2
gaze s1,s1,1154832,1155846,face s3
gaze s1,s1,1155846,1156079,body s3
gaze s1,s1,1156079,1156768,face s3
gaze s1,s1,1156768,1157494,face s2
gaze s1,s1,1157494,1157675,body s2
gaze s1,s1,1157675,1158315,face s2
gaze s1,s1,1158315,1158842,NA
gaze s1,s1,1158842,1159165,face s3
gaze s1,s1,1159165,1159518,NA
gaze s1,s1,1159518,1160276,face s2
gaze s1,s1,1160276,1161365,face s3
gaze s1,s1,1161365,1161874,NA
gaze s1,s1,1161874,1164281,face s3
gaze s1,s1,1164281,1167321,NA
gaze s1,s1,1167321,1167682,background wall
gaze s1,s1,1167682,1169289,face s2
gaze s1,s1,1169289,1169770,background wall
gaze s1,s1,1169770,1170370,face s3
gaze s1,s1,1170371,1171503,background window
gaze s1,s1,1171503,1171919,background camera
gaze s1,s1,1171919,1172653,background floor
gaze s1,s1,1172653,1173090,background wall
gaze s1,s1,1173090,1174368,face s3
gaze s1,s1,1174368,1174851,face s2
gaze s1,s1,1174851,1176246,NA
gaze s1,s1,1176247,1176482,background wall
gaze s1,s1,1176482,1176982,face s3
gaze s1,s1,1176982,1178234,NA
gaze s1,s1,1178234,1184479,face s2
gaze s1,s1,1184479,1185681,NA
gaze s1,s1,1185681,1185963,background wall
gaze s1,s1,1185963,1186124,NA
gaze s1,s1,1186124,1186284,background wall
gaze s1,s1,1186284,1186763,face s2
gaze s1,s1,1186763,1188131,NA
gaze s1,s1,1188131,1188527,face s2
gaze s1,s1,1188527,1188750,face s3
gaze s1,s1,1188750,1190330,face s2
gaze s1,s1,1190330,1191292,NA
gaze s1,s1,1191292,1191602,background wall
gaze s1,s1,1191602,1194119,NA
gaze s1,s1,1194119,1194484,face s2
gaze s1,s1,1194484,1194709,NA
gaze s1,s1,1194711,1195560,face s3
gaze s1,s1,1195560,1196514,NA
gaze s1,s1,1196514,1198015,background wall
gaze s1,s1,1198015,1198538,NA
gaze s1,s1,1198538,1200139,background wall
gaze s2,s2,294726,299247,face s3
gaze s2,s2,299247,301883,gestures s3
gaze s2,s2,301883,303040,face s3
gaze s2,s2,303040,303488,body s3
gaze s2,s2,303488,310834,face s3
gaze s2,s2,310834,311156,background wall
gaze s2,s2,311156,316645,face s1
gaze s2,s2,316645,317232,body s1
gaze s2,s2,317232,323296,face s1
gaze s2,s2,323296,323958,body s1
gaze s2,s2,323958,324470,NA
gaze s2,s2,324470,324727,background camera
gaze s2,s2,324727,325128,face s1
gaze s2,s2,325128,325568,background wall
gaze s2,s2,325568,326119,face s1
gaze s2,s2,326119,326601,NA
gaze s2,s2,326601,327201,face s1
gaze s2,s2,327201,328727,NA
gaze s2,s2,328727,329601,face s1
gaze s2,s2,329601,329833,background wall
gaze s2,s2,329833,330082,face s1
gaze s2,s2,330082,335374,body s1
gaze s2,s2,335374,337361,NA
gaze s2,s2,337361,339734,background camera
gaze s2,s2,339734,341521,background wall
gaze s2,s2,341521,342566,face s3
gaze s2,s2,342566,344164,background wall
gaze s2,s2,344164,345448,face s3
gaze s2,s2,345448,346284,NA
gaze s2,s2,346284,348961,face s1
gaze s2,s2,348961,349242,NA
gaze s2,s2,349242,351806,face s1
gaze s2,s2,351806,352043,NA
gaze s2,s2,352043,353242,face s1
gaze s2,s2,353242,353521,NA
gaze s2,s2,353521,353909,face s1
gaze s2,s2,353909,354125,body s1
gaze s2,s2,354126,355845,face s1
gaze s2,s2,355845,356403,background floor
gaze s2,s2,356403,357202,NA
gaze s2,s2,357202,358769,face s1
gaze s2,s2,358769,366245,face s3
gaze s2,s2,366245,366801,background window
