label,function,tier,group,onset_s,offset_s,duration_s,data,game,game_par,participant,rater,onset_ms,offset_ms,duration_ms
gaze_to_objT,no,gaze,expert,52.785,55.066,2.281,f3g1a_p4r1,1,start,p4,1,52785,55066,2281
gaze_to_p2,no,gaze,expert,55.066,56.179,1.113,f3g1a_p4r1,1,start,p4,1,55066,56179,1113
gaze_to_p3,no,gaze,expert,56.179,57.988,1.809,f3g1a_p4r1,1,start,p4,1,56179,57988,1809
gaze_to_objT,no,gaze,expert,57.988,58.756,0.768,f3g1a_p4r1,1,start,p4,1,57988,58756,768
gaze_to_gameT,no,gaze,expert,58.756,59.1,0.344,f3g1a_p4r1,1,start,p4,1,58756,59100,344
gaze_to_objT,no,gaze,expert,59.1,62.823,3.723,f3g1a_p4r1,1,start,p4,1,59100,62823,3723
gaze_to_gameT,no,gaze,expert,62.823,64.689,1.866,f3g1a_p4r1,1,start,p4,1,62823,64689,1866
gaze_to_objT,no,gaze,expert,64.689,66.058,1.369,f3g1a_p4r1,1,start,p4,1,64689,66058,1369
gaze_to_p2,no,gaze,expert,66.058,66.646,0.588,f3g1a_p4r1,1,start,p4,1,66058,66646,588
gaze_down,no,gaze,expert,66.646,67.718,1.072,f3g1a_p4r1,1,start,p4,1,66646,67718,1072
gaze_to_objT,no,gaze,expert,67.718,74.558,6.84,f3g1a_p4r1,1,start,p4,1,67718,74558,6840
gaze_to_gameT,no,gaze,expert,74.558,138.131,63.573,f3g1a_p4r1,1,start,p4,1,74558,138131,63573
gaze_to_p6,no,gaze,expert,138.131,139.059,0.928,f3g1a_p4r1,1,start,p4,1,138131,139059,928
gaze_to_gameT,no,gaze,expert,139.059,141.079,2.02,f3g1a_p4r1,1,start,p4,1,139059,141079,2020
gaze_to_objT,no,gaze,expert,141.079,144.479,3.4,f3g1a_p4r1,1,start,p4,1,141079,144479,3400
gaze_to_p6,no,gaze,expert,144.479,146.734,2.255,f3g1a_p4r1,1,start,p4,1,144479,146734,2255
gaze_down,no,gaze,expert,146.734,147.718,0.984,f3g1a_p4r1,1,start,p4,1,146734,147718,984
gaze_to_home,no,gaze,expert,147.718,148.166,0.448,f3g1a_p4r1,1,start,p4,1,147718,148166,448
gaze_to_p4,no,gaze,expert,148.166,149.909,1.743,f3g1a_p4r1,1,start,p4,1,148166,149909,1743
gaze_down,no,gaze,expert,149.909,151.043,1.134,f3g1a_p4r1,1,start,p4,1,149909,151043,1134
gaze_to_gameT,no,gaze,expert,151.043,153.865,2.822,f3g1a_p4r1,1,start,p4,1,151043,153865,2822
gaze_to_p6,no,gaze,expert,153.865,156.246,2.381,f3g1a_p4r1,1,start,p4,1,153865,156246,2381
gaze_to_p4,no,gaze,expert,156.246,158.616,2.37,f3g1a_p4r1,1,start,p4,1,156246,158616,2370
gaze_to_p2,no,gaze,expert,158.616,160.009,1.393,f3g1a_p4r1,1,start,p4,1,158616,160009,1393
gaze_to_p3,no,gaze,expert,160.009,160.839,0.83,f3g1a_p4r1,1,start,p4,1,160009,160839,830
gaze_to_p6,no,gaze,expert,160.839,161.421,0.582,f3g1a_p4r1,1,start,p4,1,160839,161421,582
gaze_to_p2,no,gaze,expert,161.421,163.118,1.697,f3g1a_p4r1,1,start,p4,1,161421,163118,1697
gaze_free,no,gaze,expert,163.118,171.338,8.22,f3g1a_p4r1,1,start,p4,1,163118,171338,8220
gaze_to_p2,no,gaze,expert,171.338,172.039,0.701,f3g1a_p4r1,1,start,p4,1,171338,172039,701
gaze_to_p3,no,gaze,expert,172.039,172.778,0.739,f3g1a_p4r1,1,start,p4,1,172039,172778,739
gaze_free,no,gaze,expert,172.778,177.565,4.787,f3g1a_p4r1,1,start,p4,1,172778,177565,4787
gaze_to_p2,no,gaze,expert,177.565,178.222,0.657,f3g1a_p4r1,1,start,p4,1,177565,178222,657
gaze_free,no,gaze,expert,178.222,179.842,1.62,f3g1a_p4r1,1,start,p4,1,178222,179842,1620
gaze_down,no,gaze,expert,179.842,180.475,0.633,f3g1a_p4r1,1,start,p4,1,179842,180475,633
gaze_down,no,gaze,expert,180.475,183.799,3.324,f3g1a_p4r1,1,start,p4,1,180475,183799,3324
gaze_to_p2,no,gaze,expert,183.799,186.036,2.237,f3g1a_p4r1,1,start,p4,1,183799,186036,2237
gaze_free,no,gaze,expert,186.036,197.173,11.137,f3g1a_p4r1,1,start,p4,1,186036,197173,11137
gaze_to_p3,no,gaze,expert,197.173,198.299,1.126,f3g1a_p4r1,1,start,p4,1,197173,198299,1126
gaze_to_p2,no,gaze,expert,198.299,199.295,0.996,f3g1a_p4r1,1,start,p4,1,198299,199295,996
gaze_free,no,gaze,expert,199.295,205.524,6.229,f3g1a_p4r1,1,start,p4,1,199295,205524,6229
gaze_to_p2,no,gaze,expert,205.524,207.478,1.954,f3g1a_p4r1,1,start,p4,1,205524,207478,1954
gaze_to_p2,no,gaze,expert,207.478,215.098,7.62,f3g1a_p4r1,1,start,p4,1,207478,215098,7620
gaze_down,no,gaze,expert,215.098,216.518,1.42,f3g1a_p4r1,1,start,p4,1,215098,216518,1420
gaze_to_p2,no,gaze,expert,216.518,218.677,2.159,f3g1a_p4r1,1,start,p4,1,216518,218677,2159
gaze_to_p3,no,gaze,expert,218.677,220.009,1.332,f3g1a_p4r1,1,start,p4,1,218677,220009,1332
gaze_down,no,gaze,expert,220.009,223.379,3.37,f3g1a_p4r1,1,start,p4,1,220009,223379,3370
gaze_to_p3,no,gaze,expert,223.379,224.211,0.832,f3g1a_p4r1,1,start,p4,1,223379,224211,832
gaze_down,no,gaze,expert,224.211,224.611,0.4,f3g1a_p4r1,1,start,p4,1,224211,224611,400
gaze_to_p1,no,gaze,expert,224.611,225.09,0.479,f3g1a_p4r1,1,start,p4,1,224611,225090,479
gaze_down,no,gaze,expert,225.09,233.215,8.125,f3g1a_p4r1,1,start,p4,1,225090,233215,8125
gaze_to_gameT,no,gaze,expert,233.215,237.781,4.566,f3g1a_p4r1,1,start,p4,1,233215,237781,4566
gaze_down,no,gaze,expert,237.781,241.102,3.321,f3g1a_p4r1,1,start,p4,1,237781,241102,3321
gaze_down,no,gaze,expert,241.102,241.656,0.554,f3g1a_p4r1,1,start,p4,1,241102,241656,554
gaze_to_p2,no,gaze,expert,241.656,243.525,1.869,f3g1a_p4r1,1,start,p4,1,241656,243525,1869
gaze_to_gameT,no,gaze,expert,243.525,252.552,9.027,f3g1a_p4r1,1,start,p4,1,243525,252552,9027
gaze_to_p3,no,gaze,expert,252.552,253.134,0.582,f3g1a_p4r1,1,start,p4,1,252552,253134,582
gaze_to_p2,no,gaze,expert,253.134,253.966,0.832,f3g1a_p4r1,1,start,p4,1,253134,253966,832
gaze_to_gameT,no,gaze,expert,253.966,254.98,1.014,f3g1a_p4r1,1,start,p4,1,253966,254980,1014
gaze_to_p2,no,gaze,expert,254.98,255.778,0.798,f3g1a_p4r1,1,start,p4,1,254980,255778,798
gaze_to_gameT,no,gaze,expert,255.778,262.684,6.906,f3g1a_p4r1,1,start,p4,1,255778,262684,6906
gaze_to_p4,no,gaze,expert,262.684,263.703,1.019,f3g1a_p4r1,1,start,p4,1,262684,263703,1019
gaze_to_gameT,no,gaze,expert,263.703,265.463,1.76,f3g1a_p4r1,1,start,p4,1,263703,265463,1760
gaze_down,no,gaze,expert,265.463,266.304,0.841,f3g1a_p4r1,1,start,p4,1,265463,266304,841
gaze_to_p6,no,gaze,expert,266.304,268.583,2.279,f3g1a_p4r1,1,start,p4,1,266304,268583,2279
gaze_to_p5,no,gaze,expert,268.583,269.046,0.463,f3g1a_p4r1,1,start,p4,1,268583,269046,463
gaze_free,no,gaze,expert,269.046,269.639,0.593,f3g1a_p4r1,1,start,p4,1,269046,269639,593
gaze_down,no,gaze,expert,269.639,271.396,1.757,f3g1a_p4r1,1,start,p4,1,269639,271396,1757
gaze_free,no,gaze,expert,271.396,290.927,19.531,f3g1a_p4r1,1,start,p4,1,271396,290927,19531
gaze_to_p6,no,gaze,expert,290.927,291.469,0.542,f3g1a_p4r1,1,start,p4,1,290927,291469,542
gaze_free,no,gaze,expert,291.469,297.338,5.869,f3g1a_p4r1,1,start,p4,1,291469,297338,5869
gaze_to_gameT,no,gaze,expert,297.338,298.915,1.577,f3g1a_p4r1,1,start,p4,1,297338,298915,1577
gaze_to_p5,no,gaze,expert,298.915,303.244,4.329,f3g1a_p4r1,1,start,p4,1,298915,303244,4329
gaze_to_p3,no,gaze,expert,303.244,304.168,0.924,f3g1a_p4r1,1,start,p4,1,303244,304168,924
gaze_to_p4,no,gaze,expert,304.168,305.121,0.953,f3g1a_p4r1,1,start,p4,1,304168,305121,953
gaze_to_p3,no,gaze,expert,305.121,305.919,0.798,f3g1a_p4r1,1,start,p4,1,305121,305919,798
gaze_to_p4,no,gaze,expert,305.919,312.306,6.387,f3g1a_p4r1,1,start,p4,1,305919,312306,6387
gaze_free,no,gaze,expert,312.306,326.164,13.858,f3g1a_p4r1,1,start,p4,1,312306,326164,13858
gaze_free,no,gaze,expert,326.164,330.26,4.096,f3g1a_p4r1,1,start,p4,1,326164,330260,4096
gaze_to_gameT,no,gaze,expert,330.26,354.597,24.337,f3g1a_p4r1,1,start,p4,1,330260,354597,24337
gaze_to_gameT,no,gaze,expert,354.597,355.123,0.526,f3g1a_p4r1,1,start,p4,1,354597,355123,526
gaze_to_gameT,no,gaze,expert,355.123,358.622,3.499,f3g1a_p4r1,1,start,p4,1,355123,358622,3499
gaze_to_gameT,no,gaze,expert,358.622,359.663,1.041,f3g1a_p4r1,1,start,p4,1,358622,359663,1041
gaze_to_gameT,no,gaze,expert,359.663,360,0.337,f3g1a_p4r1,1,start,p4,1,359663,360000,337
mu_mouth_head,context_focused_hf,head_face,expert,9.002,13.61,4.608,f3g1a_p4r1,1,start,p4,1,9002,13610,4608
mu_head,context_focused_hf,head_face,expert,28.588,33.933,5.345,f3g1a_p4r1,1,start,p4,1,28588,33933,5345
mu_head,context_focused_hf,head_face,expert,33.933,35.933,2,f3g1a_p4r1,1,start,p4,1,33933,35933,2000
mu_eyes_brows_head,context_focused_hf,head_face,expert,47.079,48.159,1.08,f3g1a_p4r1,1,start,p4,1,47079,48159,1080
mu_head,context_focused_hf,head_face,expert,58.811,62.717,3.906,f3g1a_p4r1,1,start,p4,1,58811,62717,3906
mu_head,context_focused_hf,head_face,expert,63.014,63.359,0.345,f3g1a_p4r1,1,start,p4,1,63014,63359,345
mu_head,self_focused_hf,head_face,expert,171.404,172.162,0.758,f3g1a_p4r1,1,start,p4,1,171404,172162,758
mu_head,context_focused_hf,head_face,expert,180.763,181.513,0.75,f3g1a_p4r1,1,start,p4,1,180763,181513,750
mu_eyes_brows,context_focused_hf,head_face,expert,183.711,184.315,0.604,f3g1a_p4r1,1,start,p4,1,183711,184315,604
mu_head,context_focused_hf,head_face,expert,201.588,204.098,2.51,f3g1a_p4r1,1,start,p4,1,201588,204098,2510
mu_eyes_brows_head,context_focused_hf,head_face,expert,205.462,206.002,0.54,f3g1a_p4r1,1,start,p4,1,205462,206002,540
mu_eyes_brows_head,context_focused_hf,head_face,expert,207.479,207.959,0.48,f3g1a_p4r1,1,start,p4,1,207479,207959,480
mu_head,context_focused_hf,head_face,expert,231.75,238.286,6.536,f3g1a_p4r1,1,start,p4,1,231750,238286,6536
mu_mouth,self_focused_hf,head_face,expert,246.24,258.15,11.91,f3g1a_p4r1,1,start,p4,1,246240,258150,11910
mu_mouth_head,self_focused_hf,head_face,expert,258.15,266.563,8.413,f3g1a_p4r1,1,start,p4,1,258150,266563,8413
mu_head,context_focused_hf,head_face,expert,268.559,269.165,0.606,f3g1a_p4r1,1,start,p4,1,268559,269165,606
mu_head,self_focused_hf,head_face,expert,297.007,300.007,3,f3g1a_p4r1,1,start,p4,1,297007,300007,3000
mu_mouth_head,self_focused_hf,head_face,expert,306.727,311.196,4.469,f3g1a_p4r1,1,start,p4,1,306727,311196,4469
mu_head,self_focused_hf,head_face,expert,311.832,313.413,1.581,f3g1a_p4r1,1,start,p4,1,311832,313413,1581
mu_head,self_focused_hf,head_face,expert,343.055,345.097,2.042,f3g1a_p4r1,1,start,p4,1,343055,345097,2042
mu_face_head,context_focused_hf,head_face,expert,358.47,360.01,1.54,f3g1a_p4r1,1,start,p4,1,358470,360010,1540
mu_ub_all,self_focused_ub,upper_body,expert,9.442,12.337,2.895,f3g1a_p4r1,1,start,p4,1,9442,12337,2895
mu_ub_all,context_focused_ub,upper_body,expert,28.137,30.14,2.003,f3g1a_p4r1,1,start,p4,1,28137,30140,2003
mu_hand_right,self_focused_ub,upper_body,expert,30.14,46.649,16.509,f3g1a_p4r1,1,start,p4,1,30140,46649,16509
mu_hand_right,context_focused_ub,upper_body,expert,46.649,50.338,3.689,f3g1a_p4r1,1,start,p4,1,46649,50338,3689
mu_hand_right,self_focused_ub,upper_body,expert,50.751,57.913,7.162,f3g1a_p4r1,1,start,p4,1,50751,57913,7162
mu_ub_all,self_focused_ub,upper_body,expert,57.913,62.112,4.199,f3g1a_p4r1,1,start,p4,1,57913,62112,4199
mu_ub_limb_both,self_focused_ub,upper_body,expert,165.313,166.15,0.837,f3g1a_p4r1,1,start,p4,1,165313,166150,837
mu_ub_limb_both,self_focused_ub,upper_body,expert,166.15,167.533,1.383,f3g1a_p4r1,1,start,p4,1,166150,167533,1383
mu_ub_limb_both,self_focused_ub,upper_body,expert,167.533,168.818,1.285,f3g1a_p4r1,1,start,p4,1,167533,168818,1285
mu_ub_all,context_focused_ub,upper_body,expert,180.025,182.57,2.545,f3g1a_p4r1,1,start,p4,1,180025,182570,2545
mu_hand_left,context_focused_ub,upper_body,expert,201.677,204.819,3.142,f3g1a_p4r1,1,start,p4,1,201677,204819,3142
mu_hand_left,context_focused_ub,upper_body,expert,231.852,232.473,0.621,f3g1a_p4r1,1,start,p4,1,231852,232473,621
mu_ub_all,self_focused_ub,upper_body,expert,232.473,234.827,2.354,f3g1a_p4r1,1,start,p4,1,232473,234827,2354
mu_ub_all,self_focused_ub,upper_body,expert,234.827,237.239,2.412,f3g1a_p4r1,1,start,p4,1,234827,237239,2412
mu_ub_all,self_focused_ub,upper_body,expert,258.518,261.209,2.691,f3g1a_p4r1,1,start,p4,1,258518,261209,2691
mu_ub_limb_both,self_focused_ub,upper_body,expert,261.209,262.051,0.842,f3g1a_p4r1,1,start,p4,1,261209,262051,842
mu_ub_all,context_focused_ub,upper_body,expert,262.051,266.833,4.782,f3g1a_p4r1,1,start,p4,1,262051,266833,4782
mu_ub_all,self_focused_ub,upper_body,expert,296.957,300.484,3.527,f3g1a_p4r1,1,start,p4,1,296957,300484,3527
mu_hand_right,self_focused_ub,upper_body,expert,305.333,306.542,1.209,f3g1a_p4r1,1,start,p4,1,305333,306542,1209
mu_shoulder_right,self_focused_ub,upper_body,expert,306.879,307.827,0.948,f3g1a_p4r1,1,start,p4,1,306879,307827,948
mu_ub_limb_right,self_focused_ub,upper_body,expert,307.827,308.969,1.142,f3g1a_p4r1,1,start,p4,1,307827,308969,1142
mu_shoulders_both,self_focused_ub,upper_body,expert,308.969,311.07,2.101,f3g1a_p4r1,1,start,p4,1,308969,311070,2101
mu_ub_limb_right,self_focused_ub,upper_body,expert,311.478,313.173,1.695,f3g1a_p4r1,1,start,p4,1,311478,313173,1695
mu_arm_right,self_focused_ub,upper_body,expert,313.189,313.429,0.24,f3g1a_p4r1,1,start,p4,1,313189,313429,240
mu_torso_back,self_focused_ub,upper_body,expert,337.717,339.772,2.055,f3g1a_p4r1,1,start,p4,1,337717,339772,2055
mu_ub_limb_right,self_focused_ub,upper_body,expert,339.772,341.089,1.317,f3g1a_p4r1,1,start,p4,1,339772,341089,1317
mu_torso_fwrd,self_focused_ub,upper_body,expert,341.089,342.789,1.7,f3g1a_p4r1,1,start,p4,1,341089,342789,1700
mu_torso_back,self_focused_ub,upper_body,expert,357.211,358.705,1.494,f3g1a_p4r1,1,start,p4,1,357211,358705,1494
mu_ub_limb_left,context_focused_ub,upper_body,expert,358.705,360.003,1.298,f3g1a_p4r1,1,start,p4,1,358705,360003,1298
mu_lb_limbs_both,self_focused_lb,lower_body,expert,10.501,15.197,4.696,f3g1a_p4r1,1,start,p4,1,10501,15197,4696
mu_foot_left,self_focused_lb,lower_body,expert,29.835,30.529,0.694,f3g1a_p4r1,1,start,p4,1,29835,30529,694
mu_lb_limbs_both,self_focused_lb,lower_body,expert,58.915,63.916,5.001,f3g1a_p4r1,1,start,p4,1,58915,63916,5001
mu_lb_all,self_focused_lb,lower_body,expert,165.305,170.332,5.027,f3g1a_p4r1,1,start,p4,1,165305,170332,5027
mu_lb_all,self_focused_lb,lower_body,expert,180.016,181.791,1.775,f3g1a_p4r1,1,start,p4,1,180016,181791,1775
mu_feet_both,self_focused_lb,lower_body,expert,181.791,187.256,5.465,f3g1a_p4r1,1,start,p4,1,181791,187256,5465
mu_foot_left,self_focused_lb,lower_body,expert,203.459,204.334,0.875,f3g1a_p4r1,1,start,p4,1,203459,204334,875
mu_foot_left,self_focused_lb,lower_body,expert,205.67,208.398,2.728,f3g1a_p4r1,1,start,p4,1,205670,208398,2728
mu_foot_right,self_focused_lb,lower_body,expert,232.283,233.411,1.128,f3g1a_p4r1,1,start,p4,1,232283,233411,1128
mu_feet_both,self_focused_lb,lower_body,expert,233.713,237.583,3.87,f3g1a_p4r1,1,start,p4,1,233713,237583,3870
mu_lb_limbs_both,self_focused_lb,lower_body,expert,259.628,268.488,8.86,f3g1a_p4r1,1,start,p4,1,259628,268488,8860
mu_lb_limbs_both,self_focused_lb,lower_body,expert,296.947,302.041,5.094,f3g1a_p4r1,1,start,p4,1,296947,302041,5094
mu_legs_both,self_focused_lb,lower_body,expert,307.922,309.454,1.532,f3g1a_p4r1,1,start,p4,1,307922,309454,1532
mu_legs_both,self_focused_lb,lower_body,expert,311.365,313.159,1.794,f3g1a_p4r1,1,start,p4,1,311365,313159,1794
mu_lb_limbs_both,self_focused_lb,lower_body,expert,339.316,345.767,6.451,f3g1a_p4r1,1,start,p4,1,339316,345767,6451
sit_full,no,location,expert,0,162.842,162.842,f3g1a_p5r1,1,start,p5,1,0,162842,162842
settling,no,location,expert,162.842,171.395,8.553,f3g1a_p5r1,1,start,p5,1,162842,171395,8553
sit_full,no,location,expert,171.395,198.093,26.698,f3g1a_p5r1,1,start,p5,1,171395,198093,26698
settling,no,location,expert,198.093,201.246,3.153,f3g1a_p5r1,1,start,p5,1,198093,201246,3153
sit_full,no,location,expert,201.246,260.127,58.881,f3g1a_p5r1,1,start,p5,1,201246,260127,58881
goTo_prep,no,location,expert,260.127,262.437,2.31,f3g1a_p5r1,1,start,p5,1,260127,262437,2310
goTo_objT,no,location,expert,262.437,266.931,4.494,f3g1a_p5r1,1,start,p5,1,262437,266931,4494
stand_at_objT,no,location,expert,266.931,267.836,0.905,f3g1a_p5r1,1,start,p5,1,266931,267836,905
goTo_gameT,no,location,expert,267.836,268.623,0.787,f3g1a_p5r1,1,start,p5,1,267836,268623,787
goTo_objT,no,location,expert,268.624,269.489,0.865,f3g1a_p5r1,1,start,p5,1,268624,269489,865
goTo_gameT,no,location,expert,269.489,273.477,3.988,f3g1a_p5r1,1,start,p5,1,269489,273477,3988
stand_at_gameT,no,location,expert,273.477,360.008,86.531,f3g1a_p5r1,1,start,p5,1,273477,360008,86531
game_action,no,game_action,expert,260.127,360,99.873,f3g1a_p5r1,1,start,p5,1,260127,360000,99873
gaze_free,no,gaze,expert,0,0.109,0.109,f3g1a_p5r1,1,start,p5,1,0,109,109
gaze_to_gameT,no,gaze,expert,0.109,1.163,1.054,f3g1a_p5r1,1,start,p5,1,109,1163,1054
gaze_free,no,gaze,expert,1.163,3.57,2.407,f3g1a_p5r1,1,start,p5,1,1163,3570,2407
gaze_free,no,gaze,expert,3.57,4.199,0.629,f3g1a_p5r1,1,start,p5,1,3570,4199,629
gaze_to_gameT,no,gaze,expert,4.199,5.588,1.389,f3g1a_p5r1,1,start,p5,1,4199,5588,1389
gaze_to_p2,no,gaze,expert,5.588,6.056,0.468,f3g1a_p5r1,1,start,p5,1,5588,6056,468
gaze_to_gameT,no,gaze,expert,6.056,6.272,0.216,f3g1a_p5r1,1,start,p5,1,6056,6272,216
gaze_to_p2,no,gaze,expert,6.272,6.712,0.44,f3g1a_p5r1,1,start,p5,1,6272,6712,440
gaze_to_p1,no,gaze,expert,6.712,7.092,0.38,f3g1a_p5r1,1,start,p5,1,6712,7092,380
gaze_to_p2,no,gaze,expert,7.092,7.268,0.176,f3g1a_p5r1,1,start,p5,1,7092,7268,176
gaze_to_gameT,no,gaze,expert,7.268,7.943,0.675,f3g1a_p5r1,1,start,p5,1,7268,7943,675
gaze_to_p2,no,gaze,expert,7.943,8.306,0.363,f3g1a_p5r1,1,start,p5,1,7943,8306,363
gaze_to_p3,no,gaze,expert,8.306,8.843,0.537,f3g1a_p5r1,1,start,p5,1,8306,8843,537
gaze_to_gameT,no,gaze,expert,8.843,27.209,18.366,f3g1a_p5r1,1,start,p5,1,8843,27209,18366
gaze_free,no,gaze,expert,27.209,32.406,5.197,f3g1a_p5r1,1,start,p5,1,27209,32406,5197
gaze_to_gameT,no,gaze,expert,32.406,33.526,1.12,f3g1a_p5r1,1,start,p5,1,32406,33526,1120
gaze_to_p2,no,gaze,expert,33.526,34.364,0.838,f3g1a_p5r1,1,start,p5,1,33526,34364,838
gaze_free,no,gaze,expert,34.364,52.41,18.046,f3g1a_p5r1,1,start,p5,1,34364,52410,18046
gaze_to_p5,no,gaze,expert,52.41,55.339,2.929,f3g1a_p5r1,1,start,p5,1,52410,55339,2929
gaze_to_gameT,no,gaze,expert,55.339,57.023,1.684,f3g1a_p5r1,1,start,p5,1,55339,57023,1684
gaze_to_p2,no,gaze,expert,57.023,57.455,0.432,f3g1a_p5r1,1,start,p5,1,57023,57455,432
gaze_free,no,gaze,expert,57.455,62.615,5.16,f3g1a_p5r1,1,start,p5,1,57455,62615,5160
gaze_to_p2,no,gaze,expert,62.615,63.498,0.883,f3g1a_p5r1,1,start,p5,1,62615,63498,883
gaze_free,no,gaze,expert,63.498,65.903,2.405,f3g1a_p5r1,1,start,p5,1,63498,65903,2405
gaze_to_p5,no,gaze,expert,65.903,68.596,2.693,f3g1a_p5r1,1,start,p5,1,65903,68596,2693
gaze_to_objT,no,gaze,expert,68.596,74.327,5.731,f3g1a_p5r1,1,start,p5,1,68596,74327,5731
gaze_to_p4,no,gaze,expert,74.327,99.503,25.176,f3g1a_p5r1,1,start,p5,1,74327,99503,25176
gaze_to_p2,no,gaze,expert,99.503,99.891,0.388,f3g1a_p5r1,1,start,p5,1,99503,99891,388
gaze_to_p4,no,gaze,expert,99.891,104.218,4.327,f3g1a_p5r1,1,start,p5,1,99891,104218,4327
gaze_to_objT,no,gaze,expert,104.218,111.164,6.946,f3g1a_p5r1,1,start,p5,1,104218,111164,6946
gaze_to_p4,no,gaze,expert,111.164,114.276,3.112,f3g1a_p5r1,1,start,p5,1,111164,114276,3112
gaze_to_p6,no,gaze,expert,114.276,120.104,5.828,f3g1a_p5r1,1,start,p5,1,114276,120104,5828
gaze_to_gameT,no,gaze,expert,120.104,135.738,15.634,f3g1a_p5r1,1,start,p5,1,120104,135738,15634
gaze_to_p6,no,gaze,expert,135.738,137.203,1.465,f3g1a_p5r1,1,start,p5,1,135738,137203,1465
gaze_to_gameT,no,gaze,expert,137.203,138.552,1.349,f3g1a_p5r1,1,start,p5,1,137203,138552,1349
gaze_to_p6,no,gaze,expert,138.552,139.308,0.756,f3g1a_p5r1,1,start,p5,1,138552,139308,756
gaze_to_gameT,no,gaze,expert,139.308,139.918,0.61,f3g1a_p5r1,1,start,p5,1,139308,139918,610
gaze_to_p6,no,gaze,expert,139.918,140.538,0.62,f3g1a_p5r1,1,start,p5,1,139918,140538,620
gaze_free,no,gaze,expert,140.538,140.804,0.266,f3g1a_p5r1,1,start,p5,1,140538,140804,266
gaze_to_gameT,no,gaze,expert,140.804,143.227,2.423,f3g1a_p5r1,1,start,p5,1,140804,143227,2423
gaze_to_objT,no,gaze,expert,143.227,148.53,5.303,f3g1a_p5r1,1,start,p5,1,143227,148530,5303
gaze_to_gameT,no,gaze,expert,148.53,150.903,2.373,f3g1a_p5r1,1,start,p5,1,148530,150903,2373
gaze_to_p6,no,gaze,expert,150.903,152.058,1.155,f3g1a_p5r1,1,start,p5,1,150903,152058,1155
gaze_free,no,gaze,expert,152.058,154.592,2.534,f3g1a_p5r1,1,start,p5,1,152058,154592,2534
gaze_to_p3,no,gaze,expert,154.592,156.034,1.442,f3g1a_p5r1,1,start,p5,1,154592,156034,1442
gaze_to_p6,no,gaze,expert,156.034,156.284,0.25,f3g1a_p5r1,1,start,p5,1,156034,156284,250
gaze_free,no,gaze,expert,156.284,158.687,2.403,f3g1a_p5r1,1,start,p5,1,156284,158687,2403
gaze_to_p6,no,gaze,expert,158.687,159.264,0.577,f3g1a_p5r1,1,start,p5,1,158687,159264,577
gaze_to_gameT,no,gaze,expert,159.264,160.354,1.09,f3g1a_p5r1,1,start,p5,1,159264,160354,1090
gaze_to_p3,no,gaze,expert,160.354,161.45,1.096,f3g1a_p5r1,1,start,p5,1,160354,161450,1096
gaze_to_gameT,no,gaze,expert,161.45,163.04,1.59,f3g1a_p5r1,1,start,p5,1,161450,163040,1590
gaze_to_p2,no,gaze,expert,163.04,163.795,0.755,f3g1a_p5r1,1,start,p5,1,163040,163795,755
gaze_free,no,gaze,expert,163.795,164.184,0.389,f3g1a_p5r1,1,start,p5,1,163795,164184,389
gaze_to_p5,no,gaze,expert,164.184,164.845,0.661,f3g1a_p5r1,1,start,p5,1,164184,164845,661
gaze_to_gameT,no,gaze,expert,164.845,165.994,1.149,f3g1a_p5r1,1,start,p5,1,164845,165994,1149
gaze_down,no,gaze,expert,165.994,167.787,1.793,f3g1a_p5r1,1,start,p5,1,165994,167787,1793
gaze_to_gameT,no,gaze,expert,167.787,172.193,4.406,f3g1a_p5r1,1,start,p5,1,167787,172193,4406
gaze_down,no,gaze,expert,172.193,173.478,1.285,f3g1a_p5r1,1,start,p5,1,172193,173478,1285
gaze_to_gameT,no,gaze,expert,173.478,183.863,10.385,f3g1a_p5r1,1,start,p5,1,173478,183863,10385
gaze_to_p2,no,gaze,expert,183.863,184.211,0.348,f3g1a_p5r1,1,start,p5,1,183863,184211,348
gaze_to_gameT,no,gaze,expert,184.211,187.378,3.167,f3g1a_p5r1,1,start,p5,1,184211,187378,3167
gaze_free,no,gaze,expert,187.378,187.845,0.467,f3g1a_p5r1,1,start,p5,1,187378,187845,467
